Thu Jul 11 15:42:32 2013,,,,,
13301084,1875,200818224,,,
13302562,3000,200821224,,,
13302622,1875,200823099,,,
13303710,525,200823624,,,
13303778,600,200824224,,,
13304334,1800,200826024,,,
13305522,975,200826999,,,
13305550,450,200827449,,,
13306032,675,200828124,,,
13306060,600,200828724,,,
13306892,1125,200829849,,,
13308340,975,200830824,,,
13308360,825,200831649,,,
13309192,600,200832249,,,
13309300,975,200833224,,,
13310730,900,200834124,,,
13310838,1725,200835849,,,
13311926,975,200836824,,,
13311946,600,200837424,,,
13312048,825,200838249,,,
13312076,825,200839074,,,
13313264,825,200839899,,,
13314802,1350,200841249,,,
13315634,675,200841924,,,
13315662,600,200842524,,,
13317003,1425,200843949,,,
13317111,825,200844774,,,
13317943,975,200845749,,,
13317963,825,200846574,,,
13318453,825,200847399,,,
13318473,600,200847999,,,
13319561,1425,200849424,,,
13319669,825,200850249,,,
13321133,900,200851149,,,
13321169,825,200851974,,,
13322001,975,200852949,,,
13322093,675,200853624,,,
13322515,450,200854074,,,
13322607,600,200854674,,,
13323695,1575,200856249,,,
13323731,1125,200857374,,,
13324311,825,200858199,,,
13324395,675,200858874,,,
13325483,1575,200860449,,,
13327017,900,200861349,,,
13327893,825,200862174,,,
13328787,450,200862624,,,
13328879,450,200863074,,,
13329711,1125,200864199,,,
13329747,900,200865099,,,
13331245,1200,200866299,,,
13331281,750,200867049,,,
13332369,975,200868024,,,
13332461,900,200868924,,,
13333077,1350,200870274,,,
13334165,975,200871249,,,
13334249,1875,200873124,,,
13334763,450,200873574,,,
13335639,900,200874474,,,
13337326,1650,200876124,,,
13338158,675,200876799,,,
13338194,900,200877699,,,
13338708,900,200878599,,,
13339888,900,200879499,,,
13340972,450,200879949,,,
13341016,525,200880474,,,
13342104,1575,200882049,,,
13342188,675,200882724,,,
13343638,750,200883474,,,
13343722,1125,200884599,,,
13344554,675,200885274,,,
13344598,675,200885949,,,
13344944,975,200886924,,,
13344980,975,200887899,,,
13345812,900,200888799,,,
13347346,600,200889399,,,
13348526,975,200890374,,,
13349654,825,200891199,,,
13349738,1200,200892399,,,
13350826,450,200892849,,,
13350870,675,200893524,,,
13351340,525,200894049,,,
13351384,450,200894499,,,
13352216,1500,200895999,,,
13352300,1350,200897349,,,
13353780,1125,200898474,,,
13353808,1350,200899824,,,
13354896,600,200900424,,,
13354996,600,200901024,,,
13355406,675,200901699,,,
13355506,675,200902374,,,
13356338,1200,200903574,,,
13356366,975,200904549,,,
13357194,825,200905374,,,
13357302,1575,200906949,,,
13358154,975,200907924,,,
13359692,2550,200910474,,,
13360780,675,200911149,,,
13360888,600,200911749,,,
13361422,900,200912649,,,
13361522,675,200913324,,,
13362610,900,200914224,,,
13362638,1200,200915424,,,
13364148,1650,200917074,,,
13364176,900,200917974,,,
13365008,675,200918649,,,
13365108,600,200919249,,,
13365944,900,200920149,,,
13366796,450,200920599,,,
13366904,450,200921049,,,
13367306,525,200921574,,,
13367414,975,200922549,,,
13368502,1425,200923974,,,
13369917,600,200924574,,,
13369921,825,200925399,,,
13371133,825,200926224,,,
13371647,825,200927049,,,
13372483,675,200927724,,,
13373831,1125,200928849,,,
13373947,825,200929674,,,
13374779,450,200930124,,,
13374791,975,200931099,,,
13376313,825,200931924,,,
13376325,825,200932749,,,
13377413,2025,200934774,,,
13377529,1350,200936124,,,
13377539,1275,200937399,,,
13377663,1211,200938610,,,
13378751,675,200939285,,,
13378755,675,200939960,,,
13380285,825,200940785,,,
13380289,825,200941610,,,
13380353,7980,200949590,,,
13381121,1125,200950715,,,
13382585,525,200951240,,,
13382597,975,200952215,,,
13383429,1575,200953790,,,
13383545,1575,200955365,,,
13383943,2100,200957465,,,
13384059,750,200958215,,,
13385147,675,200958890,,,
13385159,675,200959565,,,
13386655,825,200960390,,,
13386723,975,200961365,,,
13387555,1425,200962790,,,
13387615,825,200963615,,,
13388065,1125,200964740,,,
13388125,1050,200965790,,,
13389213,600,200966390,,,
13389281,525,200966915,,,
13389913,1350,200968265,,,
13391001,675,200968940,,,
13391077,1425,200970365,,,
13392615,525,200970890,,,
13393162,912,200971802,,,
13393499,600,200972402,,,
13394337,2100,200974502,,,
13394397,825,200975327,,,
13395229,600,200975927,,,
13395297,450,200976377,,,
13396767,525,200976902,,,
13396835,825,200977727,,,
13397923,1350,200979077,,,
13397983,1050,200980127,,,
13398555,1575,200981702,,,
13398631,675,200982377,,,
13399719,1125,200983502,,,
13400229,1125,200984627,,,
13401113,825,200985452,,,
13402786,2250,200987702,,,
13402846,975,200988677,,,
13403678,750,200989427,,,
13404188,900,200990327,,,
13404362,1140,200991467,,,
13405344,900,200992367,,,
13406488,900,200993267,,,
13406564,1350,200994617,,,
13407652,975,200995592,,,
13407704,975,200996567,,,
13409190,975,200997542,,,
13409242,975,200998517,,,
13410074,1350,200999867,,,
13410150,750,201000617,,,
13410528,1125,201001742,,,
13411360,975,201002717,,,
13411420,1350,201004067,,,
13412958,675,201004742,,,
13413940,1216,201005958,,,
13414114,750,201006708,,,
13415206,675,201007383,,,
13415258,825,201008208,,,
13416346,1200,201009408,,,
13416422,750,201010158,,,
13416856,750,201010908,,,
13416932,1500,201012408,,,
13417764,825,201013233,,,
13417816,675,201013908,,,
13419264,675,201014583,,,
13419388,825,201015408,,,
13420476,1875,201017283,,,
13420480,1350,201018633,,,
13420990,900,201019533,,,
13420994,1350,201020883,,,
13421826,975,201021858,,,
13421950,450,201022308,,,
13422778,900,201023208,,,
13423622,975,201024183,,,
13423738,450,201024633,,,
13425156,600,201025233,,,
13425272,600,201025833,,,
13426360,2025,201027858,,,
13427006,900,201028758,,,
13427010,1125,201029883,,,
13428098,675,201030558,,,
13428222,450,201031008,,,
13429632,675,201031683,,,
13429756,975,201032658,,,
13430588,1275,201033933,,,
13430592,1875,201035808,,,
13431428,600,201036408,,,
13431544,825,201037233,,,
13432388,1875,201039108,,,
13432902,900,201040008,,,
13433990,975,201040983,,,
13434106,825,201041808,,,
13435158,1500,201043308,,,
13435242,675,201043983,,,
13436330,975,201044958,,,
13436374,825,201045783,,,
13437864,600,201046383,,,
13437908,600,201046983,,,
13438740,1275,201048258,,,
13438824,750,201049008,,,
13439660,600,201049608,,,
13439696,750,201050358,,,
13440620,825,201051183,,,
13441134,1425,201052608,,,
13442258,675,201053283,,,
13443880,450,201053733,,,
13443924,600,201054333,,,
13445012,1350,201055683,,,
13445096,900,201056583,,,
13445526,900,201057483,,,
13445610,975,201058458,,,
13446442,825,201059283,,,
13446486,900,201060183,,,
13447314,600,201060783,,,
13448238,1575,201062358,,,
13448274,825,201063183,,,
13449772,450,201063633,,,
13450689,684,201064317,,,
13450896,900,201065217,,,
13451444,1213,201066430,,,
13451464,1200,201067630,,,
13452296,525,201068155,,,
13452404,525,201068680,,,
13453834,450,201069130,,,
13453942,675,201069805,,,
13455050,975,201070780,,,
13456142,600,201071380,,,
13456242,975,201072355,,,
13457330,1050,201073405,,,
13457358,985,201074390,,,
13457840,1350,201075740,,,
13457868,1350,201077090,,,
13458700,675,201077765,,,
13458800,900,201078665,,,
13460106,450,201079115,,,
13460214,675,201079790,,,
13461046,975,201080765,,,
13461556,900,201081665,,,
13462664,600,201082265,,,
13463856,1425,201083690,,,
13463884,1350,201085040,,,
13464972,525,201085565,,,
13465072,975,201086540,,,
13466510,675,201087215,,,
13466610,975,201088190,,,
13467442,1050,201089240,,,
13467470,900,201090140,,,
13468041,975,201091115,,,
13468149,1200,201092315,,,
13468981,450,201092765,,,
13469001,675,201093440,,,
13470519,600,201094040,,,
13470539,975,201095015,,,
13471627,675,201095690,,,
13471735,600,201096290,,,
13472307,675,201096965,,,
13472335,675,201097640,,,
13473423,825,201098465,,,
13473933,975,201099440,,,
13474865,600,201100040,,,
13474893,450,201100490,,,
13476791,525,201101015,,,
13476811,825,201101840,,,
13477643,1125,201102965,,,
13477751,1350,201104315,,,
13478153,975,201105290,,,
13478261,1275,201106565,,,
13479349,450,201107015,,,
13479369,450,201107465,,,
13480049,750,201108215,,,
13481137,450,201108665,,,
13481165,675,201109340,,,
13482675,825,201110165,,,
13482703,900,201111065,,,
13483635,825,201111890,,,
13484075,750,201112640,,,
13485207,900,201113540,,,
13485291,975,201114515,,,
13486741,825,201115340,,,
13487657,900,201116240,,,
13487871,456,201116696,,,
13489041,600,201117296,,,
13489133,450,201117746,,,
13489965,975,201118721,,,
13490001,600,201119321,,,
13490479,900,201120221,,,
13490515,1125,201121346,,,
13491603,600,201121946,,,
13491695,450,201122396,,,
13492757,825,201123221,,,
13492841,1650,201124871,,,
13493973,1125,201125996,,,
13494273,912,201126908,,,
13494487,1350,201128258,,,
13495403,600,201128858,,,
13496751,1275,201130133,,,
13496787,2325,201132458,,,
13497619,525,201132983,,,
13497711,600,201133583,,,
13499153,600,201134183,,,
13499245,600,201134783,,,
13500333,2625,201137408,,,
13500369,675,201138083,,,
13500950,675,201138758,,,
13502122,750,201139508,,,
13502632,600,201140108,,,
13503508,2550,201142658,,,
13503592,600,201143258,,,
13504940,750,201144008,,,
13504976,825,201144833,,,
13505808,600,201145433,,,
13505900,600,201146033,,,
13507346,975,201147008,,,
13507438,975,201147983,,,
13508526,1500,201149483,,,
13508562,900,201150383,,,
13508692,1650,201152033,,,
13509864,600,201152633,,,
13511318,825,201153458,,,
13511402,1650,201155108,,,
13512278,825,201155933,,,
13513618,675,201156608,,,
13513710,675,201157283,,,
13514542,1575,201158858,,,
13514578,750,201159608,,,
13515052,975,201160583,,,
13515088,975,201161558,,,
13516176,450,201162008,,,
13516268,600,201162608,,,
13517748,525,201163133,,,
13517768,450,201163583,,,
13518600,1200,201164783,,,
13518708,1050,201165833,,,
13519114,750,201166583,,,
13519222,900,201167483,,,
13520310,825,201168308,,,
13520330,600,201168908,,,
13520910,900,201169808,,,
13522098,675,201170483,,,
13523632,825,201171308,,,
13523660,675,201171983,,,
13524492,1500,201173483,,,
13525386,600,201174083,,,
13525494,900,201174983,,,
13526326,525,201175508,,,
13526346,450,201175958,,,
13527860,675,201176633,,,
13527880,450,201177083,,,
13528968,825,201177908,,,
13529076,1441,201179349,,,
13529648,825,201180174,,,
13529676,525,201180699,,,
13530864,1425,201182124,,,
13531278,606,201182730,,,
13531378,1200,201183930,,,
13532210,825,201184755,,,
13532238,450,201185205,,,
13533833,600,201185805,,,
13533941,600,201186405,,,
13534025,35948,201222353,,,
13534231,1216,201223569,,,
13534793,900,201224469,,,
13535307,750,201225219,,,
13536395,975,201226194,,,
13536503,450,201226644,,,
13537587,750,201227394,,,
13537615,1425,201228819,,,
13538703,675,201229494,,,
13538803,975,201230469,,,
13540237,450,201230919,,,
13540337,675,201231594,,,
13541169,900,201232494,,,
13541197,675,201233169,,,
13541559,750,201233919,,,
13542411,975,201234894,,,
13542519,675,201235569,,,
13543945,450,201236019,,,
13544053,525,201236544,,,
13545141,1350,201237894,,,
13546253,450,201238344,,,
13546353,525,201238869,,,
13547441,900,201239769,,,
13547469,825,201240594,,,
13547955,900,201241494,,,
13547983,750,201242244,,,
13548815,825,201243069,,,
13548915,675,201243744,,,
13550379,825,201244569,,,
13550423,825,201245394,,,
13551511,1200,201246594,,,
13551595,675,201247269,,,
13552021,825,201248094,,,
13552105,1125,201249219,,,
13552937,675,201249894,,,
13552981,675,201250569,,,
13553723,988,201251557,,,
13553901,1200,201252757,,,
13554769,450,201253207,,,
13556271,525,201253732,,,
13556307,825,201254557,,,
13557487,600,201255157,,,
13558037,1425,201256582,,,
13558121,1200,201257782,,,
13559209,675,201258457,,,
13559253,900,201259357,,,
13560747,675,201260032,,,
13560791,525,201260557,,,
13561623,1200,201261757,,,
13561707,1200,201262957,,,
13562543,600,201263557,,,
13563411,1275,201264832,,,
13563921,750,201265582,,,
13565101,600,201266182,,,
13565137,600,201266782,,,
13566269,900,201267682,,,
13566273,1200,201268882,,,
13567361,900,201269782,,,
13567485,675,201270457,,,
13568899,525,201270982,,,
13569023,975,201271957,,,
13569855,833,201272790,,,
13569859,900,201273690,,,
13570695,975,201274665,,,
13570811,525,201275190,,,
13571643,825,201276015,,,
13572153,1650,201277665,,,
13572165,909,201278574,,,
13573253,675,201279249,,,
13573369,675,201279924,,,
13574915,825,201280749,,,
13575039,825,201281574,,,
13576127,1200,201282774,,,
13576131,1125,201283899,,,
13576637,1875,201285774,,,
13576641,1500,201287274,,,
13577473,675,201287949,,,
13577597,675,201288624,,,
13578437,1125,201289749,,,
13579385,675,201290424,,,
13580807,675,201291099,,,
13580923,675,201291774,,,
13582023,975,201292749,,,
13582496,825,201293574,,,
13583396,825,201294399,,,
13584930,750,201295149,,,
13584990,450,201295599,,,
13586078,675,201296274,,,
13587238,525,201296799,,,
13587290,825,201297624,,,
13588378,1050,201298674,,,
13588454,2325,201300999,,,
13588892,675,201301674,,,
13588968,1350,201303024,,,
13589800,450,201303474,,,
13589852,600,201304074,,,
13591262,525,201304599,,,
13592162,1350,201305949,,,
13592676,1125,201307074,,,
13593764,675,201307749,,,
13593824,2775,201310524,,,
13594908,675,201311199,,,
13594984,1800,201312999,,,
13596072,675,201313674,,,
13596124,525,201314199,,,
13597606,975,201315174,,,
13597658,975,201316149,,,
13598490,750,201316899,,,
13598566,1275,201318174,,,
13599139,1125,201319299,,,
13599199,600,201319899,,,
13600031,975,201320874,,,
13600099,975,201321849,,,
13601565,825,201322674,,,
13601633,825,201323499,,,
13602721,900,201324399,,,
13602781,900,201325299,,,
13603429,825,201326124,,,
13604367,304,201326428,,,
13604569,900,201327328,,,
13605083,1200,201328528,,,
13605915,900,201329428,,,
13605991,1350,201330778,,,
13607837,975,201331753,,,
13607905,825,201332578,,,
13608737,750,201333328,,,
13608797,1650,201334978,,,
13609251,900,201335878,,,
13609311,750,201336628,,,
13610399,825,201337453,,,
13610467,825,201338278,,,
13611047,750,201339028,,,
13611249,1064,201340092,,,
13612187,900,201340992,,,
13613721,2325,201343317,,,
13613797,675,201343992,,,
13614629,1275,201345267,,,
13615229,1350,201346617,,,
13616317,975,201347592,,,
13616321,825,201348417,,,
13617855,450,201348867,,,
13617859,975,201349842,,,
13618815,825,201350667,,,
13620155,600,201351267,,,
13620167,975,201352242,,,
13620999,750,201352992,,,
13621115,1275,201354267,,,
13621509,900,201355167,,,
13621625,975,201356142,,,
13622713,675,201356817,,,
13622725,600,201357417,,,
13623871,600,201358017,,,
13623875,675,201358692,,,
13624541,1216,201359908,,,
13624963,1275,201361183,,,
13625473,1575,201362758,,,
13626429,975,201363733,,,
13626433,600,201364333,,,
13627781,750,201365083,,,
13627897,600,201365683,,,
13628729,675,201366358,,,
13628741,600,201366958,,,
13630267,675,201367633,,,
13630279,825,201368458,,,
13631367,900,201369358,,,
13631483,975,201370333,,,
13631801,675,201371008,,,
13631813,525,201371533,,,
13632901,1500,201373033,,,
13633017,675,201373708,,,
13634439,675,201374383,,,
13634555,1650,201376033,,,
13635387,675,201376708,,,
13635399,675,201377383,,,
13636137,1216,201378599,,,
13636351,1350,201379949,,,
13637187,975,201380924,,,
13637693,675,201381599,,,
13637697,1650,201383249,,,
13638909,1200,201384449,,,
13640455,1350,201385799,,,
13640571,600,201386399,,,
13641659,825,201387224,,,
13641671,975,201388199,,,
13642169,675,201388874,,,
13642181,675,201389549,,,
13643013,2400,201391949,,,
13643129,900,201392849,,,
13643965,525,201393374,,,
13644801,900,201394274,,,
13646339,2100,201396374,,,
13647551,750,201397124,,,
13647555,600,201397724,,,
13648103,825,201398549,,,
13648987,825,201399374,,,
13650521,1200,201400574,,,
13651609,900,201401474,,,
13651685,450,201401924,,,
13652769,1950,201403874,,,
13652829,1350,201405224,,,
13653917,600,201405824,,,
13653985,825,201406649,,,
13654431,675,201407324,,,
13654499,825,201408149,,,
13655331,975,201409124,,,
13655391,1050,201410174,,,
13656741,1350,201411524,,,
13657625,975,201412499,,,
13657701,825,201413324,,,
13658139,825,201414149,,,
13658215,450,201414599,,,
13659303,675,201415274,,,
13659355,1365,201416639,,,
13660447,675,201417314,,,
13660515,975,201418289,,,
13661603,600,201418889,,,
13661663,900,201419789,,,
13663137,2351,201422140,,,
13663197,1200,201423340,,,
13664029,450,201423790,,,
13664097,975,201424765,,,
13664678,675,201425440,,,
13664730,450,201425890,,,
13665562,900,201426790,,,
13665638,1500,201428290,,,
13667096,1650,201429940,,,
13667172,1275,201431215,,,
13668260,450,201431665,,,
13668312,825,201432490,,,
13668418,1292,201433782,,,
13668892,975,201434757,,,
13670048,525,201435282,,,
13670108,825,201436107,,,
13670172,35358,201471465,,,
13670562,675,201472140,,,
13670622,600,201472740,,,
13671454,900,201473640,,,
13673368,900,201474540,,,
13673444,1575,201476115,,,
13674276,600,201476715,,,
13674328,975,201477690,,,
13674790,975,201478665,,,
13674842,450,201479115,,,
13675930,1425,201480540,,,
13676006,1500,201482040,,,
13676578,825,201482865,,,
13676638,525,201483390,,,
13677794,825,201484215,,,
13679328,1350,201485565,,,
13680160,600,201486165,,,
13680220,825,201486990,,,
13680644,975,201487965,,,
13681774,836,201488801,,,
13681848,1350,201490151,,,
13683386,1125,201491276,,,
13684230,900,201492176,,,
13684346,825,201493001,,,
13685694,600,201493601,,,
13685698,1275,201494876,,,
13686530,675,201495551,,,
13686654,825,201496376,,,
13687040,975,201497351,,,
13687164,975,201498326,,,
13688252,825,201499151,,,
13688256,1875,201501026,,,
13689414,1425,201502451,,,
13689488,608,201503059,,,
13690618,675,201503734,,,
13691012,600,201504334,,,
13691128,1200,201505534,,,
13691972,1425,201506959,,,
13693312,525,201507484,,,
13693436,825,201508309,,,
13694268,1425,201509734,,,
13694272,1425,201511159,,,
13695806,975,201512134,,,
13695810,600,201512734,,,
13696898,900,201513634,,,
13697022,975,201514609,,,
13697646,975,201515584,,,
13698734,600,201516184,,,
13698770,600,201516784,,,
13699244,600,201517384,,,
13699280,975,201518359,,,
13700112,606,201518965,,,
13700204,975,201519940,,,
13701544,450,201520390,,,
13701588,525,201520915,,,
13702420,900,201521815,,,
13702504,1425,201523240,,,
13703958,600,201523840,,,
13704042,1213,201525053,,,
13705130,525,201525578,,,
13705174,975,201526553,,,
13705260,600,201527153,,,
13706384,1500,201528653,,,
13707922,1950,201530603,,,
13708846,450,201531053,,,
13708882,975,201532028,,,
13710230,1425,201533453,,,
13710314,750,201534203,,,
13711146,450,201534653,,,
13711190,825,201535478,,,
13711656,450,201535928,,,
13711700,975,201536903,,,
13712788,1200,201538103,,,
13712872,1125,201539228,,,
13714352,1125,201540353,,,
13714380,900,201541253,,,
13715212,600,201541853,,,
13715312,600,201542453,,,
13715726,825,201543278,,,
13715826,825,201544103,,,
13716914,825,201544928,,,
13716942,750,201545678,,,
13717622,600,201546278,,,
13718730,900,201547178,,,
13720264,1050,201548228,,,
13721096,450,201548678,,,
13721204,825,201549503,,,
13721998,900,201550403,,,
13722098,975,201551378,,,
13722930,1500,201552878,,,
13722958,1050,201553928,,,
13724464,1875,201555803,,,
13724492,900,201556703,,,
13725580,525,201557228,,,
13725680,600,201557828,,,
13726260,1050,201558878,,,
13727368,600,201559478,,,
13727882,1800,201561278,,,
13727990,975,201562253,,,
13728822,600,201562853,,,
13730445,1425,201564278,,,
13731377,675,201564953,,,
13731891,1050,201566003,,,
13731919,525,201566528,,,
13733007,750,201567278,,,
13734199,675,201567953,,,
13734219,525,201568478,,,
13735307,1200,201569678,,,
13735415,1875,201571553,,,
13736841,1650,201573203,,,
13736949,600,201573803,,,
13737781,450,201574253,,,
13737801,450,201574703,,,
13738191,675,201575378,,,
13739123,1200,201576578,,,
13739173,988,201577566,,,
13740657,1875,201579441,,,
13741745,600,201580041,,,
13741773,675,201580716,,,
13742857,900,201581616,,,
13742965,825,201582441,,,
13744053,675,201583116,,,
13744073,450,201583566,,,
13744567,525,201584091,,,
13744587,450,201584541,,,
13745419,825,201585366,,,
13745527,1425,201586791,,,
13746991,1500,201588291,,,
13747027,600,201588891,,,
13748115,675,201589566,,,
13748207,975,201590541,,,
13748625,975,201591516,,,
13748717,450,201591966,,,
13749549,750,201592716,,,
13749585,975,201593691,,,
13750421,450,201594141,,,
13750505,675,201594816,,,
13751337,675,201595491,,,
13752875,1050,201596541,,,
13754007,600,201597141,,,
13754091,675,201597816,,,
13754641,525,201598341,,,
13754733,450,201598791,,,
13755821,675,201599466,,,
13755857,825,201600291,,,
13757359,825,201601116,,,
13757395,1200,201602316,,,
13758227,450,201602766,,,
13758319,975,201603741,,,
13758601,1216,201604957,,,
13759191,750,201605707,,,
13760023,975,201606682,,,
13760107,675,201607357,,,
13760533,525,201607882,,,
13760617,675,201608557,,,
13761749,1200,201609757,,,
13762834,675,201610432,,,
13762926,600,201611032,,,
13764014,750,201611782,,,
13764050,2250,201614032,,,
13765548,900,201614932,,,
13765584,975,201615907,,,
13766416,825,201616732,,,
13766508,600,201617332,,,
13767336,2700,201620032,,,
13768212,825,201620857,,,
13768296,525,201621382,,,
13768726,825,201622207,,,
13769898,675,201622882,,,
13771564,1350,201624232,,,
13771600,975,201625207,,,
13772688,675,201625882,,,
13772780,450,201626332,,,
13773202,825,201627157,,,
13773294,600,201627757,,,
13774126,1500,201629257,,,
13774162,1650,201630907,,,
13774998,975,201631882,,,
13775082,600,201632482,,,
13775914,909,201633391,,,
13775958,1050,201634441,,,
13777492,1200,201635641,,,
13778580,825,201636466,,,
13778664,450,201636916,,,
13779120,750,201637666,,,
13779148,600,201638266,,,
13779980,750,201639016,,,
13781343,988,201640004,,,
13781518,975,201640979,,,
13782706,900,201641879,,,
13783818,750,201642629,,,
13783926,750,201643379,,,
13785014,675,201644054,,,
13785034,675,201644729,,,
13785524,600,201645329,,,
13785544,600,201645929,,,
13786376,825,201646754,,,
13786484,675,201647429,,,
13787890,600,201648029,,,
13788722,900,201648929,,,
13788750,1800,201650729,,,
13789260,675,201651404,,,
13790448,975,201652379,,,
13791540,525,201652904,,,
13791560,675,201653579,,,
13792648,1200,201654779,,,
13792756,1200,201655979,,,
13794186,1125,201657104,,,
13794294,750,201657854,,,
13795126,825,201658679,,,
13795146,900,201659579,,,
13795725,675,201660254,,,
13795825,525,201660779,,,
13796657,900,201661679,,,
13796685,1650,201663329,,,
13798195,825,201664154,,,
13798223,825,201664979,,,
13799311,450,201665429,,,
13799411,675,201666104,,,
13800011,1350,201667454,,,
13801099,675,201668129,,,
13801207,1275,201669404,,,
13801717,525,201669929,,,
13802569,1275,201671204,,,
13802655,304,201671508,,,
13804467,1275,201672783,,,
13804495,825,201673608,,,
13805327,675,201674283,,,
13805427,825,201675108,,,
13805837,600,201675708,,,
13805937,600,201676308,,,
13807025,1200,201677508,,,
13807053,1650,201679158,,,
13807625,1425,201680583,,,
13807733,675,201681258,,,
13808821,600,201681858,,,
13810273,1216,201683074,,,
13810359,1725,201684799,,,
13811211,600,201685399,,,
13811759,825,201686224,,,
13811795,600,201686824,,,
13812975,1350,201688174,,,
13814509,750,201688924,,,
13815341,525,201689449,,,
13815377,675,201690124,,,
13816725,600,201690724,,,
13816809,825,201691549,,,
13817641,825,201692374,,,
13817685,450,201692824,,,
13818155,825,201693649,,,
13818199,675,201694324,,,
13819287,975,201695299,,,
13819371,825,201696124,,,
13820433,825,201696949,,,
13821613,450,201697399,,,
13821649,675,201698074,,,
13822127,675,201698749,,,
13822163,525,201699274,,,
13822995,825,201700099,,,
13824427,525,201700624,,,
13824471,825,201701449,,,
13825303,2100,201703549,,,
13825387,600,201704149,,,
13826837,1650,201705799,,,
13826921,1500,201707299,,,
13828009,450,201707749,,,
13828053,450,201708199,,,
13828665,1200,201709399,,,
13829765,1200,201710599,,,
13829881,600,201711199,,,
13830279,825,201712024,,,
13831227,675,201712699,,,
13832579,675,201713374,,,
13832703,675,201714049,,,
13833535,900,201714949,,,
13833539,900,201715849,,,
13835069,1200,201717049,,,
13835073,3300,201720349,,,
13836161,525,201720874,,,
13836285,675,201721549,,,
13836295,825,201722374,,,
13836411,1575,201723949,,,
13837511,900,201724849,,,
13838740,760,201725609,,,
13839045,1875,201727484,,,
13839993,975,201728459,,,
13841341,1800,201730259,,,
13841345,1200,201731459,,,
13842177,600,201732059,,,
13842301,450,201732509,,,
13842691,675,201733184,,,
13842815,525,201733709,,,
13843903,900,201734609,,,
13843907,2550,201737159,,,
13845403,833,201737992,,,
13845479,825,201738817,,,
13846311,675,201739492,,,
13846363,675,201740167,,,
13846821,675,201740842,,,
13846873,975,201741817,,,
13847961,1950,201743767,,,
13848037,1575,201745342,,,
13848610,975,201746317,,,
13848670,600,201746917,,,
13849758,900,201747817,,,
13849826,909,201748726,,,
13851296,825,201749551,,,
13852196,975,201750526,,,
13852256,825,201751351,,,
13853094,675,201752026,,,
13853146,825,201752851,,,
13853978,1500,201754351,,,
13854054,900,201755251,,,
13855516,600,201755851,,,
13855592,1275,201757126,,,
13856680,600,201757726,,,
13856732,900,201758626,,,
13857380,900,201759526,,,
13858468,975,201760501,,,
13858528,450,201760951,,,
13859038,525,201761476,,,
13859938,3000,201764476,,,
13861595,900,201765376,,,
13862427,450,201765826,,,
13862503,825,201766651,,,
13862937,675,201767326,,,
13863013,600,201767926,,,
13864153,2175,201770101,,,
13865245,900,201771001,,,
13865313,450,201771451,,,
13866401,1050,201772501,,,
13866461,675,201773176,,,
13867939,750,201773926,,,
13867999,600,201774526,,,
13868831,675,201775201,,,
13868899,825,201776026,,,
13869209,975,201777001,,,
13869285,600,201777601,,,
13870117,1650,201779251,,,
13871655,1350,201780601,,,
13872795,525,201781126,,,
13872871,825,201781951,,,
13873955,900,201782851,,,
13874015,1125,201783976,,,
13875103,525,201784501,,,
13875171,900,201785401,,,
13875613,675,201786076,,,
13875681,600,201786676,,,
13876513,975,201787651,,,
13876573,900,201788551,,,
13878021,1125,201789676,,,
13878137,2250,201791926,,,
13879225,825,201792751,,,
13879237,675,201793426,,,
13879739,675,201794101,,,
13879751,825,201794926,,,
13880583,825,201795751,,,
13880699,1125,201796876,,,
13881535,675,201797551,,,
13881539,1650,201799201,,,
13882495,750,201799951,,,
13884029,1200,201801151,,,
13884075,1216,201802367,,,
13885121,675,201803042,,,
13885755,975,201804017,,,
13885767,900,201804917,,,
13886855,675,201805592,,,
13886971,675,201806267,,,
13888389,1200,201807467,,,
13888505,1200,201808667,,,
13889337,450,201809117,,,
13889349,675,201809792,,,
13890177,1425,201811217,,,
13891133,900,201812117,,,
13891137,675,201812792,,,
13891647,825,201813617,,,
13892693,684,201814301,,,
13892739,1425,201815726,,,
13894154,825,201816551,,,
13894262,975,201817526,,,
13895370,975,201818501,,,
13895880,1350,201819851,,,
13896820,975,201820826,,,
13898160,900,201821726,,,
13898188,600,201822326,,,
13899020,825,201823151,,,
13899120,825,201823976,,,
13900558,525,201824501,,,
13900658,450,201824951,,,
13901746,1875,201826826,,,
13901774,1650,201828476,,,
13901876,1425,201829901,,,
13902984,1050,201830951,,,
13903092,825,201831776,,,
13904522,450,201832226,,,
13905462,1050,201833276,,,
13906830,450,201833726,,,
13906930,525,201834251,,,
13907762,1125,201835376,,,
13907790,750,201836126,,,
13908272,1200,201837326,,,
13908300,1425,201838751,,,
13909388,675,201839426,,,
13909488,825,201840251,,,
13910952,525,201840776,,,
13910996,825,201841601,,,
13911828,1050,201842651,,,
13911912,750,201843401,,,
13912342,1650,201845051,,,
13912426,825,201845876,,,
13913514,600,201846476,,,
13913558,825,201847301,,,
13914222,1125,201848426,,,
13915310,600,201849026,,,
13915346,1425,201850451,,,
13916844,450,201850901,,,
13916880,975,201851876,,,
13917804,1575,201853451,,,
13918614,1350,201854801,,,
13918698,2250,201857051,,,
13919530,525,201857576,,,
13919574,825,201858401,,,
13921064,600,201859001,,,
13921108,975,201859976,,,
13922196,1125,201861101,,,
13922280,1200,201862301,,,
13922860,1575,201863876,,,
13922896,975,201864851,,,
